timestamp,datetime,activity,latitude,longitude,gps_accuracy_m,gps_speed_ms,gps_bearing_deg,gps_altitude_m,location_source,location_age_s,network_type,override_network_type,generation,is_5g,is_5g_actual,is_5g_display,nr_cell_seen,nr_serving_cell_seen,serving_cell_id,serving_pci,serving_freq_arfcn,serving_band,serving_tac,mcc,mnc,rsrp_dbm,rsrq_db,rssi_dbm,sinr_snr_db,signal_level,timing_advance_lte,csi_rsrp_dbm,csi_rsrq_db,csi_sinr_db,rx_speed_Bps,tx_speed_Bps,rx_bitrate_Mbps,tx_bitrate_Mbps,mobile_rx_speed_Bps,mobile_tx_speed_Bps,mobile_rx_bitrate_Mbps,mobile_tx_bitrate_Mbps,wifi_active,neighbor_count,nr_neighbor_count,lte_neighbor_count,best_nbr_rsrp_dbm,best_nbr_pci,best_nbr_arfcn,imu_speed_ms,handover_detected,ping_pong_detected,collect_trigger,cell_duration_s,ho_count_30s,rsrp_delta,sinr_delta,cell_info_age_ms,prev_serving_cell_id,prev_rsrp_dbm,prev_rsrq_db,neighbors_json,pressure_hpa,rtt_ms,probe_dl_mbps,wifi_ap_count,wifi_scan_age_s,anchor_station,anchor_lat,anchor_lon,wifi_scan_json,prev_neighbors_json,lat_mm,lon_mm,mm_method,mm_prev_station,mm_next_station,mm_vs_gps_m
1788940701587,2026-09-09 16:58:21,subway,37.5546868,127.0106757,100.0,,,44.91333119115313,fused,1,LTE,NR_NSA,5G,True,False,True,False,False,51235584,461,3050,7,8324,450,6,-85,-8,-55,25,4,1.0,,,,124582,25330,0.9967,0.2026,124582,25346,0.9967,0.2028,False,5,0,5,-83.0,461.0,100.0,0.048741043,False,False,periodic,17,1,9.0,10.0,1654,,,,"[{""type"":""LTE"",""pci"":461,""earfcn"":100,""tac"":null,""rsrp"":-83,""rsrq"":-9,""rssi"":-65,""snr"":null,""ta"":1,""level"":4,""bands"":""1""},{""type"":""LTE"",""pci"":461,""earfcn"":2600,""tac"":null,""rsrp"":-93,""rsrq"":-11,""rssi"":-71,""snr"":null,""ta"":1,""level"":3,""bands"":""5""},{""type"":""LTE"",""pci"":463,""earfcn"":100,""tac"":null,""rsrp"":-104,""rsrq"":-20,""rssi"":-73,""snr"":null,""ta"":1,""level"":2,""bands"":""1""},{""type"":""LTE"",""pci"":463,""earfcn"":3050,""tac"":null,""rsrp"":-114,""rsrq"":-20,""rssi"":-73,""snr"":null,""ta"":1,""level"":1,""bands"":""7""},{""type"":""LTE"",""pci"":441,""earfcn"":3050,""tac"":null,""rsrp"":-118,""rsrq"":-20,""rssi"":-73,""snr"":null,""ta"":1,""level"":0,""bands"":""7""}]",1013.0604,,,12,1,,,,"[{""b"":""0a:29:d5:af:51:c1"",""s"":""U+zone"",""r"":-63,""f"":5640},{""b"":""3a:eb:68:ef:be:8f"",""s"":""수진의 Z Fold7"",""r"":-64,""f"":2412},{""b"":""0a:29:d5:af:51:b1"",""s"":""U+zone"",""r"":-67,""f"":5785},{""b"":""22:17:b2:0b:69:00"",""s"":""T wifi zone"",""r"":-67,""f"":5500},{""b"":""22:17:b2:0b:69:02"",""s"":""T wifi zone_secure"",""r"":-68,""f"":5500},{""b"":""06:1d:93:c7:68:6c"",""s"":""KT WiFi "",""r"":-72,""f"":5320},{""b"":""00:1d:93:c7:68:6c"",""s"":""KT WiFi"",""r"":-73,""f"":5320},{""b"":""30:78:c2:00:0d:d5"",""s"":""KT WiFi"",""r"":-81,""f"":5240},{""b"":""36:78:c2:00:0d:d5"",""s"":""KT WiFi "",""r"":-82,""f"":5240},{""b"":""32:27:a8:81:6c:4f"",""s"":""LEEJONG0428"",""r"":-84,""f"":5745},{""b"":""c6:f5:f3:23:da:95"",""s"":""Galaxy(1015)"",""r"":-92,""f"":5745},{""b"":""fe:ee:12:b2:76:4c"",""s"":""CC大白鹅"",""r"":-94,""f"":5745}]",,37.554867,127.010541,station,약수,약수,23.291380852072326
1788940706598,2026-09-09 16:58:26,subway,37.5549752,127.0106757,100.0,,,44.79467982346519,fused,1,LTE,NR_NSA,5G,True,False,True,False,False,51235584,461,3050,7,8324,450,6,-94,-10,-61,25,3,0.0,,,,4622,2855,0.037,0.0228,4622,2839,0.037,0.0227,False,2,0,2,-87.0,461.0,2600.0,0.024368497,False,False,periodic,22,1,-9.0,0.0,1661,,,,"[{""type"":""LTE"",""pci"":461,""earfcn"":2600,""tac"":null,""rsrp"":-87,""rsrq"":-11,""rssi"":-65,""snr"":null,""ta"":0,""level"":3,""bands"":""5""},{""type"":""LTE"",""pci"":461,""earfcn"":100,""tac"":null,""rsrp"":-89,""rsrq"":-9,""rssi"":-69,""snr"":null,""ta"":0,""level"":3,""bands"":""1""}]",1013.0428,,,8,1,,,,"[{""b"":""0a:29:d5:af:51:c1"",""s"":""U+zone"",""r"":-65,""f"":5640},{""b"":""06:1d:93:c7:68:6c"",""s"":""KT WiFi "",""r"":-68,""f"":5320},{""b"":""00:1d:93:c7:68:6c"",""s"":""KT WiFi"",""r"":-68,""f"":5320},{""b"":""22:17:b2:0b:69:00"",""s"":""T wifi zone"",""r"":-68,""f"":5500},{""b"":""22:17:b2:0b:69:02"",""s"":""T wifi zone_secure"",""r"":-69,""f"":5500},{""b"":""0a:29:d5:af:51:b1"",""s"":""U+zone"",""r"":-71,""f"":5785},{""b"":""36:78:c2:00:0d:d5"",""s"":""KT WiFi "",""r"":-80,""f"":5240},{""b"":""30:78:c2:00:0d:d5"",""s"":""KT WiFi"",""r"":-83,""f"":5240}]",,37.554867,127.010541,station,약수,약수,16.904005931210552
1788940711637,2026-09-09 16:58:31,subway,37.5546868,127.0106757,100.0,,,44.791052951547904,fused,1,LTE,NR_NSA,5G,True,False,True,False,False,51235584,461,3050,7,8324,450,6,-89,-7,-61,25,3,0.0,,,,75939,1981,0.6075,0.0158,75939,1981,0.6075,0.0158,False,4,0,4,-85.0,461.0,2600.0,1.0889169,False,False,periodic,27,1,5.0,0.0,1703,,,,"[{""type"":""LTE"",""pci"":461,""earfcn"":2600,""tac"":null,""rsrp"":-85,""rsrq"":-10,""rssi"":-65,""snr"":null,""ta"":0,""level"":4,""bands"":""5""},{""type"":""LTE"",""pci"":461,""earfcn"":100,""tac"":null,""rsrp"":-86,""rsrq"":-8,""rssi"":-67,""snr"":null,""ta"":0,""level"":3,""bands"":""1""},{""type"":""LTE"",""pci"":463,""earfcn"":3050,""tac"":null,""rsrp"":-103,""rsrq"":-20,""rssi"":-77,""snr"":null,""ta"":0,""level"":2,""bands"":""7""},{""type"":""LTE"",""pci"":441,""earfcn"":3050,""tac"":null,""rsrp"":-113,""rsrq"":-20,""rssi"":-71,""snr"":null,""ta"":0,""level"":1,""bands"":""7""}]",1013.03766,,,8,6,,,,"[{""b"":""0a:29:d5:af:51:c1"",""s"":""U+zone"",""r"":-65,""f"":5640},{""b"":""06:1d:93:c7:68:6c"",""s"":""KT WiFi "",""r"":-68,""f"":5320},{""b"":""00:1d:93:c7:68:6c"",""s"":""KT WiFi"",""r"":-68,""f"":5320},{""b"":""22:17:b2:0b:69:00"",""s"":""T wifi zone"",""r"":-68,""f"":5500},{""b"":""22:17:b2:0b:69:02"",""s"":""T wifi zone_secure"",""r"":-69,""f"":5500},{""b"":""0a:29:d5:af:51:b1"",""s"":""U+zone"",""r"":-71,""f"":5785},{""b"":""36:78:c2:00:0d:d5"",""s"":""KT WiFi "",""r"":-80,""f"":5240},{""b"":""30:78:c2:00:0d:d5"",""s"":""KT WiFi"",""r"":-83,""f"":5240}]",,37.554867,127.010541,station,약수,약수,23.291380852072326
1788940716660,2026-09-09 16:58:36,subway,37.5546868,127.0106757,100.0,,,44.791052951547904,fused,6,LTE,NR_NSA,5G,True,False,True,False,False,51235584,461,3050,7,8324,450,6,-87,-8,-59,26,3,0.0,,,,289900,2477,2.3192,0.0198,289900,2477,2.3192,0.0198,False,2,0,2,-84.0,461.0,100.0,0.12339979,False,False,periodic,32,0,2.0,1.0,1718,,,,"[{""type"":""LTE"",""pci"":461,""earfcn"":100,""tac"":null,""rsrp"":-84,""rsrq"":-9,""rssi"":-65,""snr"":null,""ta"":0,""level"":4,""bands"":""1""},{""type"":""LTE"",""pci"":461,""earfcn"":2600,""tac"":null,""rsrp"":-103,""rsrq"":-11,""rssi"":-81,""snr"":null,""ta"":0,""level"":2,""bands"":""5""}]",1013.03705,,,8,11,,,,"[{""b"":""0a:29:d5:af:51:c1"",""s"":""U+zone"",""r"":-65,""f"":5640},{""b"":""06:1d:93:c7:68:6c"",""s"":""KT WiFi "",""r"":-68,""f"":5320},{""b"":""00:1d:93:c7:68:6c"",""s"":""KT WiFi"",""r"":-68,""f"":5320},{""b"":""22:17:b2:0b:69:00"",""s"":""T wifi zone"",""r"":-68,""f"":5500},{""b"":""22:17:b2:0b:69:02"",""s"":""T wifi zone_secure"",""r"":-69,""f"":5500},{""b"":""0a:29:d5:af:51:b1"",""s"":""U+zone"",""r"":-71,""f"":5785},{""b"":""36:78:c2:00:0d:d5"",""s"":""KT WiFi "",""r"":-80,""f"":5240},{""b"":""30:78:c2:00:0d:d5"",""s"":""KT WiFi"",""r"":-83,""f"":5240}]",,37.554867,127.010541,station,약수,약수,23.291380852072326
1788940721681,2026-09-09 16:58:41,subway,37.5549752,127.0106757,100.0,,,44.89571472740383,fused,4,LTE,NR_NSA,5G,True,False,True,False,False,51235584,461,3050,7,8324,450,6,-87,-8,-59,26,3,0.0,,,,2441823,11370,19.5346,0.091,2441823,11370,19.5346,0.091,False,2,0,2,-84.0,461.0,100.0,0.01123953,False,False,periodic,37,0,0.0,0.0,6740,,,,"[{""type"":""LTE"",""pci"":461,""earfcn"":100,""tac"":null,""rsrp"":-84,""rsrq"":-9,""rssi"":-65,""snr"":null,""ta"":0,""level"":4,""bands"":""1""},{""type"":""LTE"",""pci"":461,""earfcn"":2600,""tac"":null,""rsrp"":-103,""rsrq"":-11,""rssi"":-81,""snr"":null,""ta"":0,""level"":2,""bands"":""5""}]",1013.1125,,,9,4,,,,"[{""b"":""0a:29:d5:af:51:c1"",""s"":""U+zone"",""r"":-62,""f"":5640},{""b"":""06:1d:93:c7:68:6c"",""s"":""KT WiFi "",""r"":-68,""f"":5320},{""b"":""22:17:b2:0b:69:02"",""s"":""T wifi zone_secure"",""r"":-68,""f"":5500},{""b"":""22:17:b2:0b:69:00"",""s"":""T wifi zone"",""r"":-68,""f"":5500},{""b"":""00:1d:93:c7:68:6c"",""s"":""KT WiFi"",""r"":-69,""f"":5320},{""b"":""0a:29:d5:af:51:b1"",""s"":""U+zone"",""r"":-72,""f"":5785},{""b"":""32:27:a8:81:6c:4f"",""s"":""LEEJONG0428"",""r"":-77,""f"":5745},{""b"":""c6:f5:f3:23:da:95"",""s"":""Galaxy(1015)"",""r"":-89,""f"":5745},{""b"":""0a:09:b4:74:51:ec"",""s"":""T Free WiFi Zone"",""r"":-90,""f"":5180}]",,37.554867,127.010541,station,약수,약수,16.904005931210552
1788940726703,2026-09-09 16:58:46,subway,37.5544239,127.0110086,32.85,,,44.84493806320941,fused,1,LTE,NR_NSA,5G,True,False,True,False,False,51235584,461,3050,7,8324,450,6,-90,-8,-61,27,3,0.0,,,,2977,1357,0.0238,0.0109,2977,1357,0.0238,0.0109,False,2,0,2,-93.0,461.0,2600.0,0.00026493773,False,False,periodic,42,0,-3.0,1.0,5001,,,,"[{""type"":""LTE"",""pci"":461,""earfcn"":2600,""tac"":null,""rsrp"":-93,""rsrq"":-11,""rssi"":-73,""snr"":null,""ta"":0,""level"":3,""bands"":""5""},{""type"":""LTE"",""pci"":461,""earfcn"":100,""tac"":null,""rsrp"":-95,""rsrq"":-12,""rssi"":-73,""snr"":null,""ta"":0,""level"":3,""bands"":""1""}]",1013.0755,,,9,3,,,,"[{""b"":""00:40:5a:c4:0b:0b"",""s"":""FREE_U+zone"",""r"":-66,""f"":2412},{""b"":""22:17:b2:0b:69:00"",""s"":""T wifi zone"",""r"":-68,""f"":5500},{""b"":""22:17:b2:0b:69:02"",""s"":""T wifi zone_secure"",""r"":-69,""f"":5500},{""b"":""0a:29:d5:af:51:b1"",""s"":""U+zone"",""r"":-70,""f"":5785},{""b"":""06:1d:93:c7:68:6c"",""s"":""KT WiFi "",""r"":-73,""f"":5320},{""b"":""00:1d:93:c7:68:6c"",""s"":""KT WiFi"",""r"":-73,""f"":5320},{""b"":""32:27:a8:81:6c:4f"",""s"":""LEEJONG0428"",""r"":-77,""f"":5745},{""b"":""36:78:c2:00:0d:d5"",""s"":""KT WiFi "",""r"":-79,""f"":5240},{""b"":""06:09:b4:74:51:ec"",""s"":""T wifi zone_secure"",""r"":-89,""f"":5180}]",,37.554867,127.010541,station,약수,약수,64.23914531197319
1788940731715,2026-09-09 16:58:51,subway,37.5544239,127.0110086,270.929,,,44.80918732643272,fused,2,LTE,NR_NSA,5G,True,False,True,False,False,51235584,461,3050,7,8324,450,6,-84,-9,-51,25,4,0.0,,,,0,317,0.0,0.0025,0,317,0.0,0.0025,False,4,0,4,-83.0,461.0,100.0,6.411447e-05,False,False,periodic,47,0,6.0,-2.0,5001,,,,"[{""type"":""LTE"",""pci"":461,""earfcn"":100,""tac"":null,""rsrp"":-83,""rsrq"":-10,""rssi"":-65,""snr"":null,""ta"":0,""level"":4,""bands"":""1""},{""type"":""LTE"",""pci"":461,""earfcn"":2600,""tac"":null,""rsrp"":-90,""rsrq"":-11,""rssi"":-69,""snr"":null,""ta"":0,""level"":3,""bands"":""5""},{""type"":""LTE"",""pci"":441,""earfcn"":100,""tac"":null,""rsrp"":-95,""rsrq"":-19,""rssi"":-65,""snr"":null,""ta"":0,""level"":3,""bands"":""1""},{""type"":""LTE"",""pci"":441,""earfcn"":3050,""tac"":null,""rsrp"":-115,""rsrq"":-20,""rssi"":-75,""snr"":null,""ta"":0,""level"":1,""bands"":""7""}]",1013.06934,,,12,3,,,,"[{""b"":""0a:29:d5:af:51:c1"",""s"":""U+zone"",""r"":-62,""f"":5640},{""b"":""06:1d:93:c7:68:6c"",""s"":""KT WiFi "",""r"":-68,""f"":5320},{""b"":""0a:29:d5:af:51:b1"",""s"":""U+zone"",""r"":-68,""f"":5785},{""b"":""22:17:b2:0b:69:02"",""s"":""T wifi zone_secure"",""r"":-68,""f"":5500},{""b"":""22:17:b2:0b:69:00"",""s"":""T wifi zone"",""r"":-68,""f"":5500},{""b"":""00:1d:93:c7:68:6c"",""s"":""KT WiFi"",""r"":-69,""f"":5320},{""b"":""32:27:a8:81:6c:4f"",""s"":""LEEJONG0428"",""r"":-75,""f"":5745},{""b"":""30:78:c2:00:0d:d5"",""s"":""KT WiFi"",""r"":-83,""f"":5240},{""b"":""36:78:c2:00:0d:d5"",""s"":""KT WiFi "",""r"":-83,""f"":5240},{""b"":""06:09:b4:74:51:ec"",""s"":""T wifi zone_secure"",""r"":-86,""f"":5180},{""b"":""c6:f5:f3:23:da:95"",""s"":""Galaxy(1015)"",""r"":-90,""f"":5745},{""b"":""fe:ee:12:b2:76:4c"",""s"":""CC大白鹅"",""r"":-92,""f"":5745}]",,37.554867,127.010541,station,약수,약수,64.23914531197319
1788940736728,2026-09-09 16:58:56,subway,37.5546868,127.0106757,100.0,,,44.89726911981183,fused,1,LTE,NR_NSA,5G,True,False,True,False,False,51235584,461,3050,7,8324,450,6,-85,-9,-55,25,4,0.0,,,,10829,1335,0.0866,0.0107,10829,1335,0.0866,0.0107,False,3,0,3,-84.0,461.0,2600.0,0.081063844,False,False,periodic,52,0,-1.0,0.0,5000,,,,"[{""type"":""LTE"",""pci"":461,""earfcn"":2600,""tac"":null,""rsrp"":-84,""rsrq"":-11,""rssi"":-63,""snr"":null,""ta"":0,""level"":4,""bands"":""5""},{""type"":""LTE"",""pci"":461,""earfcn"":100,""tac"":null,""rsrp"":-85,""rsrq"":-9,""rssi"":-67,""snr"":null,""ta"":0,""level"":4,""bands"":""1""},{""type"":""LTE"",""pci"":441,""earfcn"":100,""tac"":null,""rsrp"":-95,""rsrq"":-17,""rssi"":-69,""snr"":null,""ta"":0,""level"":3,""bands"":""1""}]",1013.0768,,,10,1,,,,"[{""b"":""0a:29:d5:af:51:c1"",""s"":""U+zone"",""r"":-62,""f"":5640},{""b"":""22:17:b2:0b:69:00"",""s"":""T wifi zone"",""r"":-66,""f"":5500},{""b"":""22:17:b2:0b:69:02"",""s"":""T wifi zone_secure"",""r"":-67,""f"":5500},{""b"":""06:1d:93:c7:68:6c"",""s"":""KT WiFi "",""r"":-68,""f"":5320},{""b"":""00:1d:93:c7:68:6c"",""s"":""KT WiFi"",""r"":-68,""f"":5320},{""b"":""0a:29:d5:af:51:b1"",""s"":""U+zone"",""r"":-72,""f"":5785},{""b"":""32:27:a8:81:6c:4f"",""s"":""LEEJONG0428"",""r"":-78,""f"":5745},{""b"":""30:78:c2:00:0d:d5"",""s"":""KT WiFi"",""r"":-87,""f"":5240},{""b"":""36:78:c2:00:0d:d5"",""s"":""KT WiFi "",""r"":-87,""f"":5240},{""b"":""06:09:b4:74:51:ec"",""s"":""T wifi zone_secure"",""r"":-92,""f"":5180}]",,37.554867,127.010541,station,약수,약수,23.291380852072326
1788940741739,2026-09-09 16:59:01,subway,37.5546868,127.0106757,100.0,,,44.89726911981183,fused,6,LTE,NR_NSA,5G,True,False,True,False,False,51235584,461,3050,7,8324,450,6,-99,-9,-69,26,2,0.0,,,,0,0,0.0,0.0,0,0,0.0,0.0,False,3,0,3,-83.0,461.0,100.0,3.8814473e-05,False,False,periodic,57,0,-14.0,1.0,1670,,,,"[{""type"":""LTE"",""pci"":461,""earfcn"":100,""tac"":null,""rsrp"":-83,""rsrq"":-12,""rssi"":-61,""snr"":null,""ta"":0,""level"":4,""bands"":""1""},{""type"":""LTE"",""pci"":441,""earfcn"":100,""tac"":null,""rsrp"":-88,""rsrq"":-17,""rssi"":-61,""snr"":null,""ta"":0,""level"":3,""bands"":""1""},{""type"":""LTE"",""pci"":461,""earfcn"":2600,""tac"":null,""rsrp"":-99,""rsrq"":-11,""rssi"":-79,""snr"":null,""ta"":0,""level"":2,""bands"":""5""}]",1013.13135,,,10,6,,,,"[{""b"":""0a:29:d5:af:51:c1"",""s"":""U+zone"",""r"":-62,""f"":5640},{""b"":""22:17:b2:0b:69:00"",""s"":""T wifi zone"",""r"":-66,""f"":5500},{""b"":""22:17:b2:0b:69:02"",""s"":""T wifi zone_secure"",""r"":-67,""f"":5500},{""b"":""06:1d:93:c7:68:6c"",""s"":""KT WiFi "",""r"":-68,""f"":5320},{""b"":""00:1d:93:c7:68:6c"",""s"":""KT WiFi"",""r"":-68,""f"":5320},{""b"":""0a:29:d5:af:51:b1"",""s"":""U+zone"",""r"":-72,""f"":5785},{""b"":""32:27:a8:81:6c:4f"",""s"":""LEEJONG0428"",""r"":-78,""f"":5745},{""b"":""30:78:c2:00:0d:d5"",""s"":""KT WiFi"",""r"":-87,""f"":5240},{""b"":""36:78:c2:00:0d:d5"",""s"":""KT WiFi "",""r"":-87,""f"":5240},{""b"":""06:09:b4:74:51:ec"",""s"":""T wifi zone_secure"",""r"":-92,""f"":5180}]",,37.5553900206255,127.00992374817938,between,약수,동대입구,102.50956874768646
1788940746752,2026-09-09 16:59:06,subway,37.5546868,127.0106757,100.0,,,44.6573778822338,fused,4,LTE,NR_NSA,5G,True,False,True,False,False,51235584,461,3050,7,8324,450,6,-99,-9,-69,26,2,0.0,,,,1494646,6994,11.9572,0.056,1494646,6994,11.9572,0.056,False,3,0,3,-83.0,461.0,100.0,1.8585133e-08,False,False,periodic,62,0,0.0,0.0,6683,,,,"[{""type"":""LTE"",""pci"":461,""earfcn"":100,""tac"":null,""rsrp"":-83,""rsrq"":-12,""rssi"":-61,""snr"":null,""ta"":0,""level"":4,""bands"":""1""},{""type"":""LTE"",""pci"":441,""earfcn"":100,""tac"":null,""rsrp"":-88,""rsrq"":-17,""rssi"":-61,""snr"":null,""ta"":0,""level"":3,""bands"":""1""},{""type"":""LTE"",""pci"":461,""earfcn"":2600,""tac"":null,""rsrp"":-99,""rsrq"":-11,""rssi"":-79,""snr"":null,""ta"":0,""level"":2,""bands"":""5""}]",1013.31946,,,11,1,,,,"[{""b"":""0a:29:d5:af:51:c1"",""s"":""U+zone"",""r"":-61,""f"":5640},{""b"":""06:1d:93:c7:68:6c"",""s"":""KT WiFi "",""r"":-67,""f"":5320},{""b"":""00:1d:93:c7:68:6c"",""s"":""KT WiFi"",""r"":-67,""f"":5320},{""b"":""22:17:b2:0b:69:02"",""s"":""T wifi zone_secure"",""r"":-70,""f"":5500},{""b"":""22:17:b2:0b:69:00"",""s"":""T wifi zone"",""r"":-73,""f"":5500},{""b"":""0a:29:d5:af:51:b1"",""s"":""U+zone"",""r"":-74,""f"":5785},{""b"":""32:27:a8:81:6c:4f"",""s"":""LEEJONG0428"",""r"":-82,""f"":5745},{""b"":""30:78:c2:00:0d:d5"",""s"":""KT WiFi"",""r"":-85,""f"":5240},{""b"":""36:78:c2:00:0d:d5"",""s"":""KT WiFi "",""r"":-86,""f"":5240},{""b"":""c6:f5:f3:23:da:95"",""s"":""Galaxy(1015)"",""r"":-89,""f"":5745},{""b"":""fe:ee:12:b2:76:4c"",""s"":""CC大白鹅"",""r"":-91,""f"":5745}]",,37.55591325,127.00930625000001,between,약수,동대입구,182.12972606554362
1788940751764,2026-09-09 16:59:11,subway,37.5546868,127.0106757,100.0,,,44.15792817874043,fused,4,LTE,NR_NSA,5G,True,False,True,False,False,51235584,461,3050,7,8324,450,6,-86,-9,-55,23,3,0.0,,,,37,14,0.0003,0.0001,37,14,0.0003,0.0001,False,5,0,5,-65.0,461.0,100.0,0.0007105351,False,False,periodic,67,0,13.0,-3.0,4998,,,,"[{""type"":""LTE"",""pci"":461,""earfcn"":100,""tac"":null,""rsrp"":-65,""rsrq"":-10,""rssi"":-51,""snr"":null,""ta"":0,""level"":4,""bands"":""1""},{""type"":""LTE"",""pci"":461,""earfcn"":2600,""tac"":null,""rsrp"":-83,""rsrq"":-10,""rssi"":-61,""snr"":null,""ta"":0,""level"":4,""bands"":""5""},{""type"":""LTE"",""pci"":441,""earfcn"":100,""tac"":null,""rsrp"":-88,""rsrq"":-17,""rssi"":-61,""snr"":null,""ta"":0,""level"":3,""bands"":""1""},{""type"":""LTE"",""pci"":441,""earfcn"":3050,""tac"":null,""rsrp"":-100,""rsrq"":-20,""rssi"":-67,""snr"":null,""ta"":0,""level"":2,""bands"":""7""},{""type"":""LTE"",""pci"":486,""earfcn"":3050,""tac"":null,""rsrp"":-106,""rsrq"":-19,""rssi"":-73,""snr"":null,""ta"":0,""level"":1,""bands"":""7""}]",1013.54913,,,11,6,,,,"[{""b"":""0a:29:d5:af:51:c1"",""s"":""U+zone"",""r"":-61,""f"":5640},{""b"":""06:1d:93:c7:68:6c"",""s"":""KT WiFi "",""r"":-67,""f"":5320},{""b"":""00:1d:93:c7:68:6c"",""s"":""KT WiFi"",""r"":-67,""f"":5320},{""b"":""22:17:b2:0b:69:02"",""s"":""T wifi zone_secure"",""r"":-70,""f"":5500},{""b"":""22:17:b2:0b:69:00"",""s"":""T wifi zone"",""r"":-73,""f"":5500},{""b"":""0a:29:d5:af:51:b1"",""s"":""U+zone"",""r"":-74,""f"":5785},{""b"":""32:27:a8:81:6c:4f"",""s"":""LEEJONG0428"",""r"":-82,""f"":5745},{""b"":""30:78:c2:00:0d:d5"",""s"":""KT WiFi"",""r"":-85,""f"":5240},{""b"":""36:78:c2:00:0d:d5"",""s"":""KT WiFi "",""r"":-86,""f"":5240},{""b"":""c6:f5:f3:23:da:95"",""s"":""Galaxy(1015)"",""r"":-89,""f"":5745},{""b"":""fe:ee:12:b2:76:4c"",""s"":""CC大白鹅"",""r"":-91,""f"":5745}]",,37.556436375000004,127.008688875,between,약수,동대입구,261.76645224777036
1788940756771,2026-09-09 16:59:16,subway,37.5546868,127.0106757,100.0,,,44.15792817874043,fused,9,LTE,NR_NSA,5G,True,False,True,False,False,51235587,441,3050,7,8324,450,6,-85,-11,-55,19,4,0.0,,,,252,1565,0.002,0.0125,252,1565,0.002,0.0125,False,4,0,4,-86.0,461.0,100.0,3.4022187e-07,True,False,periodic,0,1,,,4981,51235584.0,-86.0,-9.0,"[{""type"":""LTE"",""pci"":461,""earfcn"":100,""tac"":null,""rsrp"":-86,""rsrq"":-11,""rssi"":-65,""snr"":null,""ta"":0,""level"":3,""bands"":""1""},{""type"":""LTE"",""pci"":441,""earfcn"":100,""tac"":null,""rsrp"":-88,""rsrq"":-12,""rssi"":-65,""snr"":null,""ta"":0,""level"":3,""bands"":""1""},{""type"":""LTE"",""pci"":461,""earfcn"":2600,""tac"":null,""rsrp"":-92,""rsrq"":-11,""rssi"":-71,""snr"":null,""ta"":0,""level"":3,""bands"":""5""},{""type"":""LTE"",""pci"":461,""earfcn"":3050,""tac"":null,""rsrp"":-93,""rsrq"":-13,""rssi"":-55,""snr"":null,""ta"":0,""level"":3,""bands"":""7""}]",1013.43335,,,9,2,,,,"[{""b"":""0a:29:d5:af:51:c1"",""s"":""U+zone"",""r"":-62,""f"":5640},{""b"":""22:17:b2:0b:69:00"",""s"":""T wifi zone"",""r"":-65,""f"":5500},{""b"":""22:17:b2:0b:69:02"",""s"":""T wifi zone_secure"",""r"":-66,""f"":5500},{""b"":""06:1d:93:c7:68:6c"",""s"":""KT WiFi "",""r"":-68,""f"":5320},{""b"":""0a:29:d5:af:51:b1"",""s"":""U+zone"",""r"":-69,""f"":5785},{""b"":""00:1d:93:c7:68:6c"",""s"":""KT WiFi"",""r"":-70,""f"":5320},{""b"":""32:27:a8:81:6c:4f"",""s"":""LEEJONG0428"",""r"":-82,""f"":5745},{""b"":""36:78:c2:00:0d:d5"",""s"":""KT WiFi "",""r"":-84,""f"":5240},{""b"":""30:78:c2:00:0d:d5"",""s"":""KT WiFi"",""r"":-85,""f"":5240}]","[{""type"":""LTE"",""pci"":461,""earfcn"":100,""tac"":null,""rsrp"":-65,""rsrq"":-10,""rssi"":-51,""snr"":null,""ta"":0,""level"":4,""bands"":""1""},{""type"":""LTE"",""pci"":461,""earfcn"":2600,""tac"":null,""rsrp"":-83,""rsrq"":-10,""rssi"":-61,""snr"":null,""ta"":0,""level"":4,""bands"":""5""},{""type"":""LTE"",""pci"":441,""earfcn"":100,""tac"":null,""rsrp"":-88,""rsrq"":-17,""rssi"":-61,""snr"":null,""ta"":0,""level"":3,""bands"":""1""},{""type"":""LTE"",""pci"":441,""earfcn"":3050,""tac"":null,""rsrp"":-100,""rsrq"":-20,""rssi"":-67,""snr"":null,""ta"":0,""level"":2,""bands"":""7""},{""type"":""LTE"",""pci"":486,""earfcn"":3050,""tac"":null,""rsrp"":-106,""rsrq"":-19,""rssi"":-73,""snr"":null,""ta"":0,""level"":1,""bands"":""7""}]",37.5569589781275,127.00807211589685,between,약수,동대입구,341.3332788904787
